"target_condition_id","target_subspecialty","variant_index","variant_keywords","user_input"
"136","Gynecologic Oncology","10","[""chemotherapy management gynecologic cancer treatment oncology treatment"", ""ovarian cancer ovarian mass CA-125 elevated suspicious mass"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia""]","Recently it's been chemotherapy management gynecologic cancer treatment oncology treatment, ovarian cancer ovarian mass CA-125 elevated suspicious mass, and vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia."
"137","Gynecologic Oncology","1","[""cervical cancer abnormal pap high-grade dysplasia invasive cancer"", ""ovarian cancer ovarian mass CA-125 elevated suspicious mass"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy""]","Having cancer survivorship follow-up surveillance post-treatment monitoring, ovarian cancer ovarian mass CA-125 elevated suspicious mass, prophylactic surgery risk reducing surgery BRCA positive oophorectomy, endometrial hyperplasia atypical hyperplasia precancerous endometrium, and endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy for several months. What could this be?"
"137","Gynecologic Oncology","2","[""second opinion gynecologic cancer treatment options consultation"", ""cancer survivorship follow-up surveillance post-treatment monitoring"", ""complex adnexal mass suspicious ovarian cyst pelvic mass"", ""gestational trophoblastic disease molar pregnancy GTD choriocarcinoma""]","cancer survivorship follow-up surveillance post-treatment monitoring, cancer survivorship follow-up surveillance post-treatment monitoring, complex adnexal mass suspicious ovarian cyst pelvic mass, and gestational trophoblastic disease molar pregnancy GTD choriocarcinoma for several months. Should I be concerned?"
"137","Gynecologic Oncology","3","[""second opinion gynecologic cancer treatment options consultation"", ""endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy"", ""cancer survivorship follow-up surveillance post-treatment monitoring"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""cervical cancer abnormal pap high-grade dysplasia invasive cancer""]","I keep getting cancer survivorship follow-up surveillance post-treatment monitoring, endometrial cancer uterine cancer postmenopausal blood loss abnormal biopsy, cancer survivorship follow-up surveillance post-treatment monitoring, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, and cervical cancer abnormal pap high-grade dysplasia invasive cancer for several months, with a low-grade fever."
"137","Gynecologic Oncology","4","[""complex adnexal mass suspicious ovarian cyst pelvic mass"", ""cancer survivorship follow-up surveillance post-treatment monitoring"", ""gestational trophoblastic disease molar pregnancy GTD choriocarcinoma"", ""endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy""]","For for two weeks, it's been complex adnexal mass suspicious ovarian cyst pelvic mass, cancer survivorship follow-up surveillance post-treatment monitoring, gestational trophoblastic disease molar pregnancy GTD choriocarcinoma, and endometrial cancer uterine cancer postmenopausal spotting abnormal biopsy. Any guidance?"
"137","Gynecologic Oncology","5","[""cancer survivorship follow-up surveillance post-treatment monitoring"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia""]","Recently it's been cancer survivorship follow-up surveillance post-treatment monitoring, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, and vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia."
"137","Gynecologic Oncology","6","[""gestational trophoblastic disease molar pregnancy GTD choriocarcinoma"", ""cancer survivorship follow-up surveillance post-treatment monitoring"", ""complex adnexal mass suspicious ovarian cyst pelvic mass""]","Having gestational trophoblastic disease molar pregnancy GTD choriocarcinoma, cancer survivorship follow-up surveillance post-treatment monitoring, and complex adnexal mass suspicious ovarian cyst pelvic mass on and off. What could this be?"
"137","Gynecologic Oncology","7","[""vaginal cancer vaginal lesion vaginal mass VAIN"", ""ovarian cancer ovarian mass CA-125 elevated suspicious mass"", ""cancer survivorship follow-up surveillance post-treatment monitoring""]","I keep getting cancer survivorship follow-up surveillance post-treatment monitoring, ovarian cancer ovarian mass CA-125 elevated suspicious mass, and cancer survivorship follow-up surveillance post-treatment monitoring for two weeks, after exercise."
"137","Gynecologic Oncology","8","[""second opinion gynecologic cancer treatment options consultation"", ""cervical cancer abnormal pap high-grade dysplasia invasive cancer"", ""cancer survivorship follow-up surveillance post-treatment monitoring""]","Lately I've noticed second opinion gynecologic cancer treatment options consultation, cervical cancer abnormal pap high-grade dysplasia invasive cancer, and cancer survivorship follow-up surveillance post-treatment monitoring for a few days."
"137","Gynecologic Oncology","9","[""chemotherapy management gynecologic cancer treatment oncology treatment"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""vaginal cancer vaginal lesion vaginal mass VAIN""]","I've been dealing with cancer survivorship follow-up surveillance post-treatment monitoring, vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, and vaginal cancer vaginal lesion vaginal mass VAIN on and off, worse in the morning."
"137","Gynecologic Oncology","10","[""cervical cancer abnormal pap high-grade dysplasia invasive cancer"", ""ovarian cancer ovarian mass CA-125 elevated suspicious mass"", ""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""cancer survivorship follow-up surveillance post-treatment monitoring""]","Having cervical cancer abnormal pap high-grade dysplasia invasive cancer, ovarian cancer ovarian mass CA-125 elevated suspicious mass, endometrial hyperplasia atypical hyperplasia precancerous endometrium, prophylactic surgery risk reducing surgery BRCA positive oophorectomy, and cancer survivorship follow-up surveillance post-treatment monitoring for a few days. What could this be?"
"138","Gynecologic Oncology","1","[""second opinion gynecologic cancer treatment options consultation"", ""cancer survivorship follow-up surveillance post-treatment monitoring"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy""]","For for several months, it's been second opinion gynecologic cancer treatment options consultation, cancer survivorship follow-up surveillance post-treatment monitoring, and prophylactic surgery risk reducing surgery BRCA positive oophorectomy. Any guidance?"
"138","Gynecologic Oncology","2","[""cancer survivorship follow-up surveillance post-treatment monitoring"", ""ovarian cancer ovarian mass CA-125 elevated suspicious mass"", ""genetic cancer risk BRCA testing hereditary cancer Lynch syndrome"", ""second opinion gynecologic cancer treatment options consultation"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia""]","I keep getting cancer survivorship follow-up surveillance post-treatment monitoring, ovarian cancer ovarian mass CA-125 elevated suspicious mass, genetic cancer risk BRCA testing hereditary cancer Lynch syndrome, second opinion gynecologic cancer treatment options consultation, and high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia on and off, worse in the morning."
"138","Gynecologic Oncology","3","[""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""second opinion gynecologic cancer treatment options consultation"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy""]","second opinion gynecologic cancer treatment options consultation, vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, second opinion gynecologic cancer treatment options consultation, and prophylactic surgery risk reducing surgery BRCA positive oophorectomy for two weeks. Should I be concerned?"
"138","Gynecologic Oncology","4","[""chemotherapy management gynecologic cancer treatment oncology treatment"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""vaginal cancer vaginal lesion vaginal mass VAIN"", ""second opinion gynecologic cancer treatment options consultation""]","It's mostly chemotherapy management gynecologic cancer treatment oncology treatment, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, vaginal cancer vaginal lesion vaginal mass VAIN, and second opinion gynecologic cancer treatment options consultation over the past month, with nausea."
"138","Gynecologic Oncology","5","[""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""cancer survivorship follow-up surveillance post-treatment monitoring"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""complex adnexal mass suspicious ovarian cyst pelvic mass"", ""second opinion gynecologic cancer treatment options consultation""]","Symptoms include second opinion gynecologic cancer treatment options consultation, cancer survivorship follow-up surveillance post-treatment monitoring, prophylactic surgery risk reducing surgery BRCA positive oophorectomy, complex adnexal mass suspicious ovarian cyst pelvic mass, and second opinion gynecologic cancer treatment options consultation recently."
"138","Gynecologic Oncology","6","[""cancer survivorship follow-up surveillance post-treatment monitoring"", ""uterine sarcoma leiomyosarcoma aggressive uterine cancer"", ""vaginal cancer vaginal lesion vaginal mass VAIN"", ""second opinion gynecologic cancer treatment options consultation"", ""cervical cancer abnormal pap high-grade dysplasia invasive cancer""]","It's mostly second opinion gynecologic cancer treatment options consultation, uterine sarcoma leiomyosarcoma aggressive uterine cancer, vaginal cancer vaginal lesion vaginal mass VAIN, second opinion gynecologic cancer treatment options consultation, and cervical cancer abnormal pap high-grade dysplasia invasive cancer for a few days, worse in the morning."
"138","Gynecologic Oncology","7","[""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""cancer survivorship follow-up surveillance post-treatment monitoring"", ""second opinion gynecologic cancer treatment options consultation""]","It's mostly high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, cancer survivorship follow-up surveillance post-treatment monitoring, and second opinion gynecologic cancer treatment options consultation for a few days, worse in the morning."
"138","Gynecologic Oncology","8","[""complex adnexal mass suspicious ovarian cyst pelvic mass"", ""prophylactic surgery risk reducing surgery BRCA positive oophorectomy"", ""endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""uterine sarcoma leiomyosarcoma aggressive uterine cancer"", ""second opinion gynecologic cancer treatment options consultation""]","Persistent complex adnexal mass suspicious ovarian cyst pelvic mass, prophylactic surgery risk reducing surgery BRCA positive oophorectomy, endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, uterine sarcoma leiomyosarcoma aggressive uterine cancer, and second opinion gynecologic cancer treatment options consultation on and off."
"138","Gynecologic Oncology","9","[""endometrial hyperplasia atypical hyperplasia precancerous endometrium"", ""endometrial cancer uterine cancer postmenopausal bleeding abnormal biopsy"", ""second opinion gynecologic cancer treatment options consultation"", ""gestational trophoblastic disease molar pregnancy GTD choriocarcinoma""]","For for a few days, it's been endometrial hyperplasia atypical hyperplasia precancerous endometrium, endometrial cancer uterine cancer postmenopausal spotting abnormal biopsy, second opinion gynecologic cancer treatment options consultation, and gestational trophoblastic disease molar pregnancy GTD choriocarcinoma. Any guidance?"
"138","Gynecologic Oncology","10","[""ovarian cancer ovarian mass CA-125 elevated suspicious mass"", ""gestational trophoblastic disease molar pregnancy GTD choriocarcinoma"", ""high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia"", ""vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia""]","For on and off, it's been second opinion gynecologic cancer treatment options consultation, gestational trophoblastic disease molar pregnancy GTD choriocarcinoma, high-grade pap smear HSIL CIN 2 CIN 3 severe dysplasia, and vulvar cancer vulvar lesion vulvar mass VIN vulvar intraepithelial neoplasia. Any guidance?"
